s,x,y,tx,ty
17.112938,-28.189802,15.813659,-1.000000,0.000000
17.155888,-28.232752,15.813659,-1.000000,-0.000000
17.198838,-28.275702,15.813659,-1.000000,0.000000
17.241788,-28.318652,15.813659,-1.000000,0.000000
17.284738,-28.361602,15.813659,-1.000000,-0.000000
17.327688,-28.404552,15.813659,-1.000000,0.000000
17.370638,-28.447502,15.813659,-0.948683,0.316228
17.431378,-28.490452,15.856609,-0.948683,0.316228
17.474328,-28.533402,15.856609,-1.000000,0.000000
17.517278,-28.576352,15.856609,-1.000000,0.000000
17.560228,-28.619302,15.856609,-1.000000,0.000000
17.603178,-28.662252,15.856609,-1.000000,0.000000
17.646128,-28.705202,15.856609,-1.000000,0.000000
17.689078,-28.748152,15.856609,-1.000000,0.000000
17.732028,-28.791102,15.856609,-0.948683,0.316228
17.792769,-28.834052,15.899559,-0.948683,0.316228
17.835719,-28.877002,15.899559,-1.000000,0.000000
17.878669,-28.919952,15.899559,-1.000000,0.000000
17.921619,-28.962902,15.899559,-1.000000,0.000000
17.964569,-29.005852,15.899559,-1.000000,0.000000
18.007519,-29.048802,15.899559,-1.000000,0.000000
18.050469,-29.091752,15.899559,-1.000000,0.000000
18.093419,-29.134702,15.899559,-1.000000,0.000000
18.136369,-29.177652,15.899559,-1.000000,0.000000
18.179319,-29.220602,15.899559,-1.000000,0.000000
18.222269,-29.263552,15.899559,-1.000000,0.000000
18.265219,-29.306502,15.899559,-0.948683,0.316228
18.325959,-29.349452,15.942509,-0.948683,0.316228
18.368909,-29.392402,15.942509,-1.000000,0.000000
18.411859,-29.435352,15.942509,-1.000000,0.000000
18.454809,-29.478302,15.942509,-1.000000,0.000000
18.497759,-29.521252,15.942509,-1.000000,0.000000
18.540709,-29.564202,15.942509,-1.000000,0.000000
18.583659,-29.607152,15.942509,-1.000000,0.000000
18.626609,-29.650102,15.942509,-1.000000,0.000000
18.669559,-29.693052,15.942509,-1.000000,0.000000
18.712509,-29.736002,15.942509,-1.000000,0.000000
18.755459,-29.778952,15.942509,-1.000000,0.000000
18.798409,-29.821902,15.942509,-0.948683,0.316228
18.859150,-29.864852,15.985459,-0.948683,0.316228
18.902100,-29.907802,15.985459,-1.000000,0.000000
18.945050,-29.950752,15.985459,-1.000000,0.000000
18.988000,-29.993702,15.985459,-1.000000,0.000000
19.030950,-30.036652,15.985459,-1.000000,0.000000
19.073900,-30.079602,15.985459,-1.000000,0.000000
19.116850,-30.122552,15.985459,-1.000000,0.000000
19.159800,-30.165502,15.985459,-1.000000,0.000000
19.202750,-30.208452,15.985459,-1.000000,0.000000
19.245700,-30.251402,15.985459,-1.000000,0.000000
19.288650,-30.294352,15.985459,-0.948683,0.316228
19.349390,-30.337302,16.028409,-0.948683,0.316228
19.392340,-30.380252,16.028409,-1.000000,0.000000
19.435290,-30.423202,16.028409,-1.000000,0.000000
19.478240,-30.466152,16.028409,-1.000000,0.000000
19.521190,-30.509102,16.028409,-1.000000,0.000000
19.564140,-30.552052,16.028409,-1.000000,0.000000
19.607090,-30.595002,16.028409,-1.000000,0.000000
19.650040,-30.637952,16.028409,-1.000000,0.000000
19.692990,-30.680902,16.028409,-1.000000,0.000000
19.735940,-30.723852,16.028409,-1.000000,0.000000
19.778890,-30.766802,16.028409,-1.000000,0.000000
19.821840,-30.809752,16.028409,-0.948683,0.316228
19.882581,-30.852702,16.071359,-0.948683,0.316228
19.925531,-30.895652,16.071359,-1.000000,-0.000000
19.968481,-30.938602,16.071359,-1.000000,0.000000
20.011431,-30.981552,16.071359,-1.000000,0.000000
20.054381,-31.024502,16.071359,-1.000000,-0.000000
20.097331,-31.067452,16.071359,-1.000000,0.000000
20.140281,-31.110402,16.071359,-1.000000,0.000000
20.183231,-31.153352,16.071359,-1.000000,-0.000000
20.226181,-31.196302,16.071359,-1.000000,0.000000
20.269131,-31.239252,16.071359,-1.000000,0.000000
20.312081,-31.282202,16.071359,-1.000000,-0.000000
20.355031,-31.325152,16.071359,-0.948683,0.316228
20.415771,-31.368102,16.114309,-0.948683,0.316228
20.458721,-31.411052,16.114309,-1.000000,0.000000
20.501671,-31.454002,16.114309,-1.000000,0.000000
20.544621,-31.496952,16.114309,-1.000000,0.000000
20.587571,-31.539902,16.114309,-1.000000,0.000000
20.630521,-31.582852,16.114309,-1.000000,0.000000
20.673471,-31.625802,16.114309,-1.000000,0.000000
20.716421,-31.668752,16.114309,-1.000000,0.000000
20.759371,-31.711702,16.114309,-1.000000,0.000000
20.802321,-31.754652,16.114309,-1.000000,0.000000
20.845271,-31.797602,16.114309,-0.948683,0.316228
20.906012,-31.840552,16.157259,-0.948683,0.316228
20.948962,-31.883502,16.157259,-1.000000,0.000000
20.991912,-31.926452,16.157259,-1.000000,0.000000
21.034862,-31.969402,16.157259,-1.000000,0.000000
21.077812,-32.012352,16.157259,-1.000000,0.000000
21.120762,-32.055302,16.157259,-1.000000,0.000000
21.163712,-32.098252,16.157259,-1.000000,0.000000
21.206662,-32.141202,16.157259,-1.000000,0.000000
21.249612,-32.184152,16.157259,-1.000000,0.000000
21.292562,-32.227102,16.157259,-1.000000,0.000000
21.335512,-32.270052,16.157259,-1.000000,0.000000
21.378462,-32.313002,16.157259,-0.948683,0.316228
21.439202,-32.355952,16.200209,-0.948683,0.316228
21.482152,-32.398902,16.200209,-1.000000,0.000000
21.525102,-32.441852,16.200209,-1.000000,0.000000
21.568052,-32.484802,16.200209,-1.000000,-0.000000
21.611002,-32.527752,16.200209,-1.000000,0.000000
21.653952,-32.570702,16.200209,-1.000000,0.000000
21.696902,-32.613652,16.200209,-1.000000,-0.000000
21.739852,-32.656602,16.200209,-1.000000,0.000000
21.782802,-32.699552,16.200209,-1.000000,0.000000
21.825752,-32.742502,16.200209,-1.000000,-0.000000
21.868702,-32.785452,16.200209,-1.000000,0.000000
21.911652,-32.828402,16.200209,-0.948683,0.316228
21.972393,-32.871352,16.243159,-0.948683,0.316228
22.015343,-32.914302,16.243159,-1.000000,0.000000
22.058293,-32.957252,16.243159,-1.000000,0.000000
22.101243,-33.000202,16.243159,-1.000000,-0.000000
22.144193,-33.043152,16.243159,-1.000000,0.000000
22.187143,-33.086102,16.243159,-1.000000,0.000000
22.230093,-33.129052,16.243159,-0.948683,-0.316228
